-1.427886234548404187e-01	-4.023622219637227104e+00
5.039510327441447668e-01	-2.408843852247371409e+00
1.015930925887414960e+00	-2.943201808565460542e+00
1.427283277817453344e+00	-3.440258002391942682e-01
1.058905895170918932e+00	-2.056806923391855335e+00
2.021040469164050002e+00	-3.913089867897153074e+00
1.054870397722997399e+00	-2.556249365429947851e+00
1.743006603571851887e+00	1.810832422153973303e-03
4.367430481884211346e-01	-1.373615768135167281e+00
2.185372267332495344e+00	-2.105094820405648104e+00
1.979648267441494192e-01	-1.862548262269269062e+00
6.155368249066895947e-01	-3.976610633695184749e+00
5.753640650249519650e-01	1.415927370861246981e+00
2.284592457315084868e+00	1.024165659856639765e+00
1.425629575326923915e+00	-2.379655425582502204e+00
1.406080010825324911e-01	2.484731204136937155e+00
1.720941320015894949e+00	-7.094365990288499235e-01
2.533779801385369068e-02	-1.620615236129401726e+00
7.099045602839971769e-01	-2.287757145068998188e-01
1.451783242931661055e+00	-1.793186742176545279e+00
-1.414420059829190723e+00	-1.134579351173643280e+00
-3.696083791612143066e-01	8.069892764561589216e-01
1.597259939715563570e+00	-4.182089921849388436e-01
-1.609171512676602633e+00	-1.040969841101962112e+00
7.159974638485727683e-01	-7.426847318256745156e-01
-1.662587579164417906e-01	7.089914947355354657e-01
8.084404395034097135e-01	2.092960710776722966e+00
1.010188339107966016e+00	-1.131706044096147945e+00
-1.701336542947494979e-01	-1.410262278457016460e+00
3.857962116581403200e-01	4.931464255791430107e-01
1.757567724739942605e+00	-2.705594105142449024e+00
9.953689541397296725e-02	-1.487413560883787511e+00
7.859440801759581818e-01	1.233542283635542081e+00
1.664233231757143772e+00	-1.771526758613992447e+00
2.983875763892311905e-01	7.573222292946473200e-01
-2.748534803572204144e+00	-2.224596512298444573e+00
-2.182322520927315157e+00	-2.583388565221480082e+00
1.040026813088485713e-01	4.939130049975321013e-01
2.000538308029163215e+00	-2.686268130565788947e+00
1.565584714825726254e-01	-2.167005366346495432e+00
1.416546433072007449e+00	-2.744300441012520686e+00
-1.377563797452713290e-01	1.609802481463170842e+00
6.869182912395086493e-01	1.526654514542240548e+00
7.939307188818491845e-01	2.313965766798135260e+00
8.617420821247814278e-01	1.824761387338425189e+00
8.712173578073737490e-01	1.217325787836389450e+00
6.239383603360542097e-01	1.290282690886890515e+00
8.337651095434408521e-01	1.952980767331141454e+00
4.899550657937471465e-01	1.595263023710003614e+00
6.256108064376729727e-01	5.705862992099031139e-01
5.650692925272386979e-01	-8.198184513786564986e-01
1.762224428980463609e+00	-3.156649146310739784e+00
1.524618872584887264e+00	3.373360511158769448e-01
4.020259258488764198e-01	8.073105557274132815e-01
1.104602752123840625e+00	1.822225238885053056e+00
3.304016434084204867e-01	-4.114463901278592850e+00
3.170169141712110950e+00	5.935410749480737325e-01
5.191533024288688125e-01	4.286815667536820751e-01
2.081093004054697104e+00	-3.585661287640503625e-01
7.805832120414973874e-01	1.847171690441762992e+00
6.455292243621140180e-01	1.822961124177248537e+00
7.985820539870112089e-01	1.798218691288317794e+00
7.530877042210422090e-01	1.950547745074335371e+00
7.010022750107753886e-01	1.858613509541819697e+00
6.905114959607931979e-01	1.871343058131594628e+00
8.659643869908119351e-02	1.947741334388765511e+00
-2.123225117099821979e+00	-2.340367374085754903e+00
-3.236857619940391562e+00	-2.928060865368950161e+00
-9.450883851267277702e-01	2.153937040629110289e+00
2.228875192558780471e-01	2.472031813479718537e-02
-2.647772013306464167e+00	-3.275810690931455049e+00
5.501433862359539351e-01	1.803915359253627226e+00
1.014250587458111141e+00	1.994205720277218985e+00
-1.793175477393239126e+00	-2.125487545423494939e+00
2.543768154502910050e-01	-1.829489937885810047e+00
5.089948116951641399e-01	-1.698616531391748508e+00
-2.591994732495923603e-01	1.834724455083701355e-01
9.979508335908465755e-02	-1.972223787972356313e+00
2.124971914225133318e+00	-2.341050692797204125e+00
1.696155949753552994e+00	5.048771230422450795e-01
1.221966278775088455e+00	-2.663267814731886118e-01
2.620426675485960644e-01	-1.923787125401283937e+00
1.720631668923554569e+00	2.537758387910601932e-02
-3.880602073214266534e-01	7.551354066530631126e-01
2.230738835010260601e+00	-4.055929013866918176e+00
1.714038131415926092e+00	-2.360347220026527637e+00
7.766852976327400793e-01	-2.128968581296233786e+00
-1.277641656156967009e+00	-2.113865524104791671e+00
1.842084185469151869e+00	-1.515124604378731421e+00
2.279781062456286644e+00	-2.785227005599465677e+00
1.756387727226699447e+00	-2.363328550141997386e+00
-1.404995756617140268e+00	7.872438369451832951e-01
-2.861214561838987813e-01	-3.484362454918823904e+00
7.637676636947525743e-01	-4.643163005656374964e-01
4.646421856537510942e-01	9.580508691323391668e-01
1.107291066682462688e+00	2.185265461962840217e+00
1.075985089245566018e+00	-4.402819273877304762e-01
