-4.196432041393406642e+00	-9.655115496599949720e-01
1.133270399952268637e+00	5.780876812219297278e+00
-1.515430184429285232e+00	2.868671322790401046e+00
-3.555788344107872589e+00	-2.900996247946731610e-01
-6.033474803823594135e-01	-8.696776006483895038e-01
4.501505971747238100e+00	5.711642940257964929e-01
1.100031571192014557e+00	2.234266783680108670e+00
-1.684170882392048263e+00	-3.321041976778829063e+00
-3.410454817556257456e+00	6.796777990598537045e-01
-4.141912344947348279e-01	-9.460345618576646576e-01
1.622729207444932431e+00	-3.800255594098259415e+00
5.192860782929210606e-01	2.134043796462276710e+00
2.298970393262753653e+00	-3.932500450146273696e+00
2.063347974170954835e+00	-1.276115740672757237e+00
4.828787817013317607e+00	4.521722696495895200e+00
-2.902479207211452472e+00	-3.225926341160945121e+00
2.604137742065791183e+00	-1.672737441519771551e+00
3.243054873811066052e+00	2.230110208299447283e+00
2.912435959261593377e-01	-3.987105333552927622e+00
1.770351798028154899e+00	-8.535419755053548219e-01
